sr_no,prayer_date,suhoor_end,fajr_begin,sunrise_begin,zawaal_begin,zuhr_begin,asr_begin,sunset_begin,maghrib_begin,isha_begin,fajr_jamaat,zuhr_jamaat,asr_jamaat,maghrib_jamaat,isha_jamaat,jumu-ah_jamaat,eid_jamaat
332,28-Nov,6:07 AM,6:12 AM,7:51 AM,11:57 AM,12:03 PM,2:23 PM,4:10 PM,4:13 PM,5:46 PM,6:50 AM,1:00 PM,3:00 PM,4:13 PM,6:45 PM,1:00 PM,9:00 AM
333,29-Nov,6:08 AM,6:13 AM,7:52 AM,11:58 AM,12:04 PM,2:22 PM,4:09 PM,4:12 PM,5:46 PM,6:50 AM,1:00 PM,3:00 PM,4:12 PM,6:45 PM,1:00 PM,9:00 AM
334,30-Nov,6:09 AM,6:14 AM,7:53 AM,11:58 AM,12:04 PM,2:21 PM,4:08 PM,4:11 PM,5:45 PM,6:50 AM,1:00 PM,3:00 PM,4:11 PM,6:45 PM,1:00 PM,9:00 AM
335,01-Dec,6:11 AM,6:16 AM,7:55 AM,11:59 AM,12:05 PM,2:21 PM,4:08 PM,4:11 PM,5:45 PM,6:50 AM,1:00 PM,3:00 PM,4:11 PM,6:45 PM,1:00 PM,9:00 AM
336,02-Dec,6:12 AM,6:17 AM,7:56 AM,11:59 AM,12:05 PM,2:20 PM,4:07 PM,4:10 PM,5:44 PM,6:50 AM,1:00 PM,3:00 PM,4:10 PM,6:45 PM,1:00 PM,9:00 AM
337,03-Dec,6:13 AM,6:18 AM,7:58 AM,11:59 AM,12:05 PM,2:20 PM,4:06 PM,4:09 PM,5:44 PM,6:50 AM,1:00 PM,3:00 PM,4:09 PM,6:45 PM,1:00 PM,9:00 AM
338,04-Dec,6:15 AM,6:20 AM,7:59 AM,12:00 PM,12:06 PM,2:19 PM,4:06 PM,4:09 PM,5:44 PM,6:50 AM,1:00 PM,3:00 PM,4:09 PM,6:45 PM,1:00 PM,9:00 AM
339,05-Dec,6:16 AM,6:21 AM,8:00 AM,12:00 PM,12:06 PM,2:19 PM,4:05 PM,4:08 PM,5:43 PM,6:50 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
340,06-Dec,6:17 AM,6:22 AM,8:01 AM,12:00 PM,12:06 PM,2:19 PM,4:05 PM,4:08 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
341,07-Dec,6:18 AM,6:23 AM,8:03 AM,12:01 PM,12:07 PM,2:18 PM,4:05 PM,4:08 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
342,08-Dec,6:19 AM,6:24 AM,8:04 AM,12:01 PM,12:07 PM,2:18 PM,4:04 PM,4:07 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
343,09-Dec,6:20 AM,6:25 AM,8:05 AM,12:02 PM,12:08 PM,2:18 PM,4:04 PM,4:07 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
344,10-Dec,6:21 AM,6:26 AM,8:06 AM,12:02 PM,12:08 PM,2:18 PM,4:04 PM,4:07 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
345,11-Dec,6:22 AM,6:27 AM,8:07 AM,12:03 PM,12:09 PM,2:18 PM,4:04 PM,4:07 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
346,12-Dec,6:23 AM,6:28 AM,8:08 AM,12:03 PM,12:09 PM,2:18 PM,4:04 PM,4:07 PM,5:43 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
347,13-Dec,6:24 AM,6:29 AM,8:09 AM,12:04 PM,12:10 PM,2:18 PM,4:04 PM,4:07 PM,5:44 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
348,14-Dec,6:25 AM,6:30 AM,8:10 AM,12:04 PM,12:10 PM,2:18 PM,4:04 PM,4:07 PM,5:44 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
349,15-Dec,6:25 AM,6:30 AM,8:11 AM,12:05 PM,12:11 PM,2:18 PM,4:04 PM,4:07 PM,5:44 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
350,16-Dec,6:26 AM,6:31 AM,8:12 AM,12:06 PM,12:12 PM,2:18 PM,4:04 PM,4:07 PM,5:45 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
351,17-Dec,6:27 AM,6:32 AM,8:13 AM,12:06 PM,12:12 PM,2:19 PM,4:04 PM,4:07 PM,5:45 PM,7:00 AM,1:00 PM,3:00 PM,4:07 PM,6:45 PM,1:00 PM,9:00 AM
352,18-Dec,6:27 AM,6:32 AM,8:13 AM,12:07 PM,12:13 PM,2:19 PM,4:05 PM,4:08 PM,5:45 PM,7:00 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
353,19-Dec,6:28 AM,6:33 AM,8:14 AM,12:07 PM,12:13 PM,2:19 PM,4:05 PM,4:08 PM,5:45 PM,7:00 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
354,20-Dec,6:29 AM,6:34 AM,8:15 AM,12:07 PM,12:13 PM,2:19 PM,4:05 PM,4:08 PM,5:46 PM,7:00 AM,1:00 PM,3:00 PM,4:08 PM,6:45 PM,1:00 PM,9:00 AM
355,21-Dec,6:29 AM,6:34 AM,8:15 AM,12:08 PM,12:14 PM,2:20 PM,4:06 PM,4:09 PM,5:46 PM,7:00 AM,1:00 PM,3:00 PM,4:09 PM,6:45 PM,1:00 PM,9:00 AM
356,22-Dec,6:30 AM,6:35 AM,8:16 AM,12:09 PM,12:15 PM,2:20 PM,4:06 PM,4:09 PM,5:47 PM,7:00 AM,1:00 PM,3:00 PM,4:09 PM,6:45 PM,1:00 PM,9:00 AM
357,23-Dec,6:30 AM,6:35 AM,8:16 AM,12:09 PM,12:15 PM,2:21 PM,4:07 PM,4:10 PM,5:47 PM,7:00 AM,1:00 PM,3:00 PM,4:10 PM,6:45 PM,1:00 PM,9:00 AM
358,24-Dec,6:31 AM,6:36 AM,8:17 AM,12:10 PM,12:16 PM,2:21 PM,4:08 PM,4:11 PM,5:48 PM,7:00 AM,1:00 PM,3:00 PM,4:11 PM,6:45 PM,1:00 PM,9:00 AM
359,25-Dec,6:31 AM,6:36 AM,8:17 AM,12:10 PM,12:16 PM,2:22 PM,4:08 PM,4:11 PM,5:49 PM,7:00 AM,1:00 PM,3:00 PM,4:11 PM,6:45 PM,1:00 PM,9:00 AM
360,26-Dec,6:31 AM,6:36 AM,8:17 AM,12:11 PM,12:17 PM,2:23 PM,4:09 PM,4:12 PM,5:49 PM,7:00 AM,1:00 PM,3:00 PM,4:12 PM,6:45 PM,1:00 PM,9:00 AM
361,27-Dec,6:32 AM,6:37 AM,8:17 AM,12:11 PM,12:17 PM,2:24 PM,4:10 PM,4:13 PM,5:50 PM,7:00 AM,1:00 PM,3:00 PM,4:13 PM,6:45 PM,1:00 PM,9:00 AM
362,28-Dec,6:32 AM,6:37 AM,8:18 AM,12:12 PM,12:18 PM,2:25 PM,4:10 PM,4:13 PM,5:51 PM,7:00 AM,1:00 PM,3:00 PM,4:13 PM,6:45 PM,1:00 PM,9:00 AM
363,29-Dec,6:32 AM,6:37 AM,8:18 AM,12:12 PM,12:18 PM,2:26 PM,4:11 PM,4:14 PM,5:52 PM,7:00 AM,1:00 PM,3:00 PM,4:14 PM,6:45 PM,1:00 PM,9:00 AM
364,30-Dec,6:32 AM,6:37 AM,8:18 AM,12:12 PM,12:18 PM,2:26 PM,4:12 PM,4:15 PM,5:53 PM,7:00 AM,1:00 PM,3:00 PM,4:15 PM,6:45 PM,1:00 PM,9:00 AM
365,31-Dec,6:32 AM,6:37 AM,8:18 AM,12:12 PM,12:18 PM,2:27 PM,4:13 PM,4:16 PM,5:54 PM,7:00 AM,1:00 PM,3:00 PM,4:16 PM,6:45 PM,1:00 PM,9:00 AM
